POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,1,2,BHK,1187.4329599444497,1,1,"Rajpur Road,Dehradun",30.33503,78.05482099999999,55.15950983488808
Dealer,0,0,1,BHK,449.6517918766679,1,1,"Shalimar garden,Ghaziabad",28.686091,77.334644,12.163915884913996
Owner,0,0,2,BHK,858.3507728766917,1,1,"Peenya,Bangalore",13.03,77.514,46.70468129556078
Dealer,0,0,2,BHK,902.3236526514203,1,1,"Shalimar garden,Ghaziabad",28.686091,77.334644,24.916167868209826
Owner,0,0,3,BHK,842.5203617613365,1,1,"Ambattur,Chennai",13.0983,80.1622,51.35528923811169
Dealer,0,0,1,BHK,589.2898644232721,1,1,"Kharghar,Lalitpur",24.69028,78.41889,48.73883597274078
Dealer,0,0,3,BHK,1759.6358203771454,1,1,"Sector 20 Kharghar,Maharashtra",19.049214000000003,73.072916,150.20312787762433
Owner,0,1,3,BHK,1363.0422636562184,1,1,"Lal Kuan,Ghaziabad",28.634537,77.471342,49.07455813647377
Owner,0,0,2,BHK,836.7162415480656,1,1,"Hiriyadka,Udupi",13.33222,74.74611,21.076506369561947
Dealer,1,1,3,BHK,894.6746873078406,0,0,"kavesar,Maharashtra",18.96,72.82,171.4616951923741
Owner,0,0,2,BHK,1020.6507784901817,1,1,"Electronic City,Bangalore",12.8458,77.6727,31.690176013996272
Owner,0,0,3,BHK,2065.0225086082587,1,1,"Harthala,Moradabad",28.875701,78.73804100000001,74.6190913995279
Dealer,0,1,4,BHK,1297.681012144275,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,55.4343752370347
Dealer,0,0,2,BHK,1080.636151070966,1,1,"Udyog Nagar,Pune",21.721344,73.001615,53.39019657872482
Dealer,0,1,3,BHK,1990.7126513736036,1,1,"Sector-79 Gurgaon,Gurgaon",28.362327,76.979049,111.23323341966372
Owner,0,0,2,BHK,1181.4051358797435,1,1,"City Center,Gwalior",26.209302,78.194369,32.196175188021726
Owner,0,0,3,BHK,1180.3442639737104,1,1,"Marasandra,Bangalore",13.096611,77.716385,43.50056093540717
Dealer,0,0,2,BHK,1326.8737445498593,1,1,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,28.810959554078522
Dealer,0,0,1,BHK,578.8972732958968,1,1,"Kattupakkam,Chennai",13.042089,80.124264,27.523176497988015
Dealer,0,0,2,BHK,966.4446258305245,1,1,"Chhalera,Noida",28.57,77.32,25.04382399463387
Owner,0,0,2,BHK,1118.3730365176593,1,1,"Saiyed Vasna,Vadodara",22.312063,72.674296,34.325481906057156
Owner,0,1,3,BHK,1289.0696140911577,1,1,"Narayanapura,Bangalore",13.338634,77.759291,79.92451465367095
Dealer,0,0,2,BHK,1209.8723295261998,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,57.109627427516706
Dealer,0,0,3,BHK,2490.262504432277,1,1,"Vesu,Surat",21.143354,72.770931,118.26869722693438
Dealer,1,1,2,BHK,982.5915509677382,0,1,"Mira Road,Mumbai",19.283359,72.864964,92.7986848138691
Dealer,0,0,2,BHK,1001.2660727033816,1,1,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,38.75190747132697
Dealer,0,0,2,BHK,1037.2239806631867,1,1,"Sector 5 Ulwe,Lalitpur",22.575343,88.433715,95.88008135154126
Dealer,0,0,2,BHK,978.1437987996424,1,1,"Manpada,Lalitpur",24.69028,78.41889,106.74508982180551
Owner,0,0,4,BHK,2665.705233667612,1,1,"Gotri,Vadodara",22.312358,73.145436,97.78473470395015
Dealer,0,0,2,BHK,903.3017364829196,1,1,"New Alipore,Kolkata",22.53028,88.33417,59.41248156876719
Dealer,0,1,4,BHK,2680.4671831907613,1,1,"Thanisandra,Bangalore",13.055985,77.622157,188.49727568573226
Dealer,0,1,2,BHK,962.1001764953481,1,1,"Sector-46 Noida,Noida",28.552082,77.360624,49.067192782990965
Dealer,0,0,2,BHK,947.2290524566374,1,1,"Thane West,Mumbai",19.18,72.96333,77.91002804862407
Dealer,0,0,2,BHK,1149.702135916959,1,1,"Shastri Nagar,Mumbai",19.139242000000003,72.828969,1052.7581631273497
Dealer,0,1,3,BHK,1471.3841480219287,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,67.5351169496406
Dealer,0,1,2,BHK,1213.2459019656262,1,1,"Palanpur Gam,Surat",24.17311,72.416912,39.68037572125381
Owner,0,0,3,BHK,1652.4678271775865,1,1,"Kaushambi,Ghaziabad",28.638934000000003,77.32645699999999,96.40034881018309
Dealer,0,0,3,BHK,1253.208304984957,1,1,"Prince Park,Kolkata",22.54111,88.33778000000001,65.92449599361849
Owner,0,0,2,BHK,597.8683042231424,1,1,"Tamhini Ghat,Pune",18.52361,73.84778,48.50536687004855
Owner,0,0,1,BHK,549.5936508794994,1,1,"Noida Extension,Noida",28.579004,77.431173,26.867298273200383
Dealer,0,1,2,BHK,1041.5137241402188,1,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,95.5225749882177
Dealer,0,0,1,BHK,690.9254941240054,1,1,"Sector 36 Kharghar,Lalitpur",19.071749,73.080575,51.18006479161529
Dealer,0,0,3,BHK,2364.7687724146435,1,1,"Dona Paula,Goa",15.45056,73.80333,270.3719028539377
Dealer,0,0,2,BHK,994.4993746575043,1,1,"Teen Haath Naka,Lalitpur",24.69028,78.41889,140.50848200067057
Owner,0,0,1,BHK,670.5695044311971,1,1,"bamroli road,Godhra",22.77722,73.62028000000001,12.092701182592544
Dealer,1,1,1,BHK,560.4235242697522,0,1,"Mira Bhayandar,Lalitpur",19.30405,72.813559,39.44026504914238
Dealer,0,0,2,BHK,994.6244708281628,1,1,"Gandhi Path,Jaipur",25.879721,86.587391,24.146225953207704
Dealer,1,0,1,BHK,778.3689537673879,0,1,"Thane West,Maharashtra",19.18,72.96333,90.62245692775814
Builder,1,0,1,BHK,423.90349441439173,0,0,"Amalanagar,Thrissur",10.52,76.21,19.269087332830942
Owner,0,0,2,BHK,908.6579571931696,1,1,"Morbe,Raigad",18.914051,73.259661,24.406100555492834
Dealer,1,1,2,BHK,1064.8063543470003,0,1,"Kandivali (East),Mumbai",19.1955,72.8728,168.151585919779
Dealer,0,0,4,BHK,2434.5505183990012,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,145.01504367642053
Dealer,0,0,2,BHK,914.3983007409539,1,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,60.61391575911437
Dealer,0,0,3,BHK,1503.625569439593,1,1,"Gotri,Vadodara",22.312358,73.145436,37.211238718830835
Dealer,0,1,1,BHK,695.564993612701,1,1,"Jankalyan Nagar,Lalitpur",24.69028,78.41889,89.44005864137704
Dealer,0,0,2,BHK,1049.2871519197183,1,1,"Sector 19 Ulwe,Mumbai",19.049989,73.077321,76.20093222956996
Dealer,1,1,3,BHK,957.9858358262396,0,0,"Wagholi,Pune",18.5823,73.983,56.013593540104914
Owner,0,1,2,BHK,1114.305212956942,1,1,"Yelahanka,Bangalore",13.11389,77.59833,55.18324046923606
Owner,0,0,2,BHK,1014.7219504360858,1,1,"Chenchupet,Tenali",16.245539,80.63748000000001,33.63695103292505
Dealer,0,1,2,BHK,91862.69473345175,1,0,"Hebbal,Bangalore",13.04034,77.591347,8959.807634952022
Dealer,0,1,2,BHK,1489.3816432093963,1,1,"Sohna,Gurgaon",28.25,77.07,71.27186781784829
Dealer,1,1,1,BHK,597.2648119885731,0,0,"Perungudi,Chennai",12.961,80.2409,46.96455872324027
Owner,0,0,2,BHK,1224.592735770373,1,1,"Dugri,Ludhiana",30.799719,75.957396,47.62246152697796
Owner,0,0,1,BHK,498.2717707055362,1,1,"Akota,Vadodara",22.2951,73.1686,11.450013235865741
Dealer,1,1,2,BHK,605.6259062143304,0,1,"Tagore Nagar,Lalitpur",26.893148,75.739769,105.8368578823008
Owner,0,0,2,BHK,1030.1164453268868,1,1,"Nager Bazar,Kolkata",22.54111,88.33778000000001,35.48495707662697
Dealer,0,0,3,BHK,1334.7713256928919,1,1,"New Town,Kolkata",22.5922,88.484911,88.37252689525452
Dealer,0,0,3,BHK,2368.095847554582,1,1,"M.G. Road,Indore",11.931023,79.828222,167.28029470882493
Owner,0,0,2,BHK,1305.4439205724304,1,1,"Atladra,Vadodara",22.271018,73.154216,45.156219523696606
Dealer,0,1,4,BHK,2835.1549587892173,1,1,"Sector-78 Noida,Noida",28.560719,77.386208,127.35652705018786
Owner,0,0,2,BHK,1010.5549211156489,1,1,"Murugeshpalya,Bangalore",12.9576,77.6562,75.3323497984501
Dealer,0,0,4,BHK,2823.3103463641505,1,1,"Marine Drive,Kochi",9.9800255,76.27530300000001,226.9009771029624
Dealer,0,0,4,BHK,3745.2371993598135,1,1,"Hebbal,Bangalore",13.04034,77.591347,380.37655770263706
Owner,0,0,1,BHK,541.5746543379773,1,1,"Ashwini kumar road,Surat",21.17,72.83,14.547952700211342
Owner,0,0,2,BHK,1094.1836971139664,1,1,"Bardoli,Surat",21.12,73.12,18.59274004580498
Dealer,0,0,4,BHK,3327.5560814200735,1,1,"Kaloor,Kochi",9.994,76.292,329.917324969906
Owner,0,0,1,BHK,416.9002103940085,1,1,"Awadh Vihar Shahid Path,Lucknow",26.217051,86.396117,19.99779403232653
Dealer,1,1,3,BHK,2255.5860720035976,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,78.68078219230294
Owner,0,0,2,BHK,1036.96641347963,1,1,"Tapukara,Bhiwadi",28.2102,76.8606,18.687305828466783
Dealer,1,0,3,BHK,1314.6835007206735,0,1,"Kalapahar,Guwahati",26.16667,91.76667,47.6398079612817
Owner,1,0,2,BHK,1054.5660250862036,0,1,"Sector-132 Noida,Noida",28.513121,77.38116099999999,40.458644316636395
Dealer,0,1,3,BHK,1315.5359833224468,1,1,"Mira Road East,Lalitpur",19.2836,72.8675,112.07812816411659
Dealer,1,1,2,BHK,1109.0055349034924,0,0,"Sarjapur Road,Bangalore",12.86,77.786,64.83628644159378
Dealer,0,1,2,BHK,1054.9721635416568,1,1,"Goregaon (East),Mumbai",19.1615,72.8731,213.39494392973467
Dealer,0,0,3,BHK,1692.7846575166666,1,1,"Baner,Pune",18.558319,73.77588,157.3928151605767
Dealer,0,0,3,BHK,1703.9242168538021,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,118.14183759607631
Dealer,0,0,3,BHK,2802.7094440035357,1,1,"E M Bypass,Kolkata",22.54111,88.33778000000001,253.33562821338967
Dealer,0,0,2,BHK,926.8650150998807,1,1,"Sector-45 Noida,Noida",28.553374,77.355611,31.324943427863957
Dealer,0,0,3,BHK,1708.660086575089,1,1,"Sector-50 Noida,Noida",28.5679,77.3679,109.6802755297085
Dealer,1,0,1,BHK,384.9009617614891,0,1,"Ulwe,Maharashtra",18.973908,73.02510600000001,23.936170131658237
Dealer,1,1,2,BHK,666.0753329679202,0,0,"Mira Road East,Lalitpur",19.2836,72.8675,80.71349126042593
Dealer,1,0,3,BHK,1138.0952455086717,0,1,"Kestopur,Kolkata",22.605438,88.422084,36.62081351890871
Owner,1,0,2,BHK,759.9005510577095,0,1,"Besa,Nagpur",21.080409,79.098334,16.353874844928377
Dealer,1,0,3,BHK,1591.3396909023259,0,1,"Seethammadhara,Visakhapatnam",17.741878,83.308875,111.39922255503144
Owner,1,1,3,BHK,1193.6294758955453,0,1,"Ajmer Road,Jaipur",26.928785,75.828002,29.140678827300604
Dealer,0,0,2,BHK,764.344951526172,1,1,"Nanmangalam,Chennai",12.940685,80.177022,33.8417458771469
Dealer,0,0,1,BHK,629.8702722906975,1,1,"Hatkesh Udhog Nagar,Mumbai",18.96667,72.83333,64.3815844091415
Dealer,0,1,4,BHK,1493.8216981014966,1,1,"Mulund (West),Mumbai",19.1759,72.9522,414.6239513010942
Owner,0,0,3,BHK,1452.9122467560908,1,1,"Anora Kala,Lucknow",26.895619,81.084683,49.819421974651085
Dealer,0,0,2,BHK,1174.4600981778863,1,1,"NIBM,Pune",18.475864,73.89000899999999,73.79752338921334
Owner,0,0,2,BHK,979.6129340266838,1,1,"Olari,Thrissur",10.52,76.21,37.04403309183503
Dealer,0,0,2,BHK,1049.1712279192823,1,1,"Doddanekundi,Bangalore",12.980033,77.69932800000001,64.85890744060694
Owner,0,0,3,BHK,1456.9537953382217,1,1,"NH-8,Neemrana",12.973237,77.64685899999999,43.314586369345314
Dealer,0,0,3,BHK,1756.4427119209404,1,1,"Jawahar Nagar,Jaipur",26.888396000000004,75.833527,78.77442841520039
Owner,0,0,1,BHK,598.4677782704533,1,1,"Mahalunge,Pune",18.573994,73.753171,37.03561390814345
Dealer,0,0,1,BHK,622.5187731692131,1,1,"Kharadi,Pune",18.5438,73.9438,38.026760814663426
Dealer,0,0,2,BHK,815.7365904345612,1,1,"Chitlapakkam,Chennai",12.93739,80.13874,39.34326544298223
Dealer,0,1,3,BHK,1550.5704990638292,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,45.51118342602412
Dealer,1,1,3,BHK,2092.184768628099,0,1,"Mahalaxmi,Mumbai",18.978006,72.806154,626.9714631787591
Dealer,1,0,3,BHK,1215.5866270060042,0,1,"Sevoke Road,Siliguri",26.724219,88.326357,38.93589317106211
Dealer,0,1,3,BHK,1545.8523928616066,1,1,"Sector-168 Noida,Noida",28.494868,77.410298,69.54286652300769
Dealer,1,1,2,BHK,1270.4054929302367,0,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,59.81505769405805
Owner,0,0,2,BHK,1007.7982449377799,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,35.87616056688289
Dealer,0,0,2,BHK,1070.7294104454284,1,1,"Malad (East),Mumbai",19.1758,72.8643,170.41994628178756
Dealer,0,0,3,BHK,1409.7814562215176,1,1,"Thara,Bhiwadi",28.162032,76.811066,20.448142259136223
Dealer,0,0,2,BHK,1095.7922374202597,1,1,"New Panvel,Maharashtra",18.966114,73.148278,79.42107618358817
Owner,0,0,2,BHK,1255.8693140098464,1,1,"Sector-6 Jankipuram Vistar,Lucknow",26.92652,80.948937,49.7827558550417
Dealer,0,0,2,BHK,1112.7936292862787,1,1,"Sector-25 Noida,Noida",28.582887,77.339935,62.43212881778978
Owner,0,0,1,BHK,408.470869295682,1,1,"Close to temple,Shirdi",19.77,74.48,18.03857869216478
Dealer,1,1,4,BHK,2242.014839533422,0,1,"Zirakpur,Chandigarh",30.662283,76.822397,92.50399748886777
Dealer,0,1,2,BHK,1068.346800244564,1,1,"Majiwada,Maharashtra",19.218498,72.992114,133.21438464385446
Dealer,1,1,1,BHK,520.1700605179494,0,1,"Kasar vadavali,Lalitpur",24.6902,78.416,63.8150933042837
Owner,0,1,3,BHK,1679.4246536513583,1,1,"Sector-79 Noida,Noida",28.558047,77.392752,122.01952708064994
Dealer,0,0,3,BHK,1571.2315969247009,1,1,"Sector-3 Panchkula,Panchkula",30.710021,76.857258,85.5221472059308
Dealer,0,0,2,BHK,1017.9727181414283,1,1,"Jahangirabad,Surat",21.17,72.83,30.541002357525695
Owner,0,0,2,BHK,808.2179152110177,1,1,"Jhalamand,Jodhpur",26.2072,73.066,25.54655864386119
Dealer,0,1,3,BHK,1361.4571813623954,1,1,"Sushant Golf City,Lucknow",26.781748,81.006714,48.019604546098634
Dealer,0,0,1,BHK,436.73731475901525,1,1,"Nadesar,Varanasi",25.338,82.9827,25.465628197021534
Dealer,0,0,3,BHK,1818.7624861841036,1,1,"Adajan,Surat",24.395822,78.989627,89.98055181854458
Dealer,0,0,4,BHK,3890.1702353327883,1,1,"Sector-93 B Noida,Noida",28.5216,77.3863,384.3056255462621
Dealer,0,1,2,BHK,1138.3452020179564,1,1,"Shastripuram,Agra",27.553339,78.673469,27.284463384008482
Owner,0,0,3,BHK,1851.725089328176,1,1,"Brahmagiri,Udupi",13.33222,74.74611,83.17134271730973
Dealer,0,1,1,BHK,422.94147952009735,1,1,"Sasane Nagar,Pune",18.47713,73.939908,21.742422629898492
Dealer,0,1,2,BHK,997.6250905304895,1,1,"Ravet,Pune",18.651598,73.735448,45.081919203137396
Dealer,0,0,2,BHK,931.8127990359634,1,1,"Pokhran-2,Mumbai",18.96667,72.83333,107.23530914492238
Dealer,0,0,3,BHK,1046.1774920530477,1,1,"Mansarovar,Jaipur",26.8626,75.7633,33.64248108246112
Owner,0,0,2,BHK,1632.0972096146209,1,1,"Egmore,Chennai",13.078,80.259,119.21499386744802
Dealer,0,1,3,BHK,3178.0752920493705,1,1,"Sector-108 Noida,Noida",28.526624,77.37671800000001,190.07252216279156
Dealer,0,0,1,BHK,549.2638399974909,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,19.72832568836687
Owner,0,0,1,BHK,436.9873731354611,1,1,"Dighi,Pune",19.524064000000003,75.057956,30.813475868377008
Owner,0,1,2,BHK,778.6259455370841,1,1,"Kharar,Mohali",30.74,76.65,11.422967928769815
Owner,0,0,2,BHK,588.2793229292876,1,1,"Peerkankaranai,Chennai",12.91113,80.10364,27.05308366106223
Owner,1,1,2,BHK,1098.8662420184114,0,1,"Indirapuram,Ghaziabad",28.63676,77.36315,82.9396945233295
Owner,0,1,1,BHK,633.9707848390844,1,1,"Badowala,Dehradun",30.432963,78.239363,19.33031040432801
Owner,0,0,1,BHK,592.3004165654982,1,1,"Beed Bypass Road,Aurangabad",19.88879,75.34344,17.645887217160528
Dealer,0,0,4,BHK,6742.687991646859,1,1,"Jakkur,Bangalore",12.928575,77.58572099999999,695.3739918955379
Dealer,0,0,3,BHK,1248.6495279658739,1,1,"Rps Nagar,Patna",25.41667,85.16667,45.6889834802454
Dealer,0,0,1,BHK,617.706558939237,1,1,"Sholinganallur,Chennai",12.90015,80.22791,51.607589899854794
Dealer,1,0,4,BHK,1638.8371225147998,0,1,"Picnic Garden,Kolkata",22.54111,88.33778000000001,127.274168264846
Dealer,0,0,2,BHK,1249.4864497081408,1,1,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,59.144644163898256
Dealer,0,0,4,BHK,2766.568561703446,1,1,"Hiranandani Gardens - Powai,Mumbai",19.124896,72.89350300000001,855.3220559757399
Owner,0,0,3,BHK,1590.2131617926811,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,35.44986304772121
Owner,0,0,1,BHK,749.8300388925221,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,42.68901531619668
Dealer,0,0,3,BHK,2444.154867072008,1,1,"Shivaji Nagar,Bangalore",12.9825,77.6059,266.46693796361916
Owner,0,0,2,BHK,605.5267866544418,1,1,"BRS Nagar,Ludhiana",30.90833,75.84861,19.552417023374954
Dealer,0,0,2,BHK,1087.147328819283,1,1,"Sector-17 Sanpada,Maharashtra",18.964489,73.019574,163.3133174564664
Dealer,0,0,3,BHK,1304.7467731266959,1,1,"VIP Haldiram,Kolkata",22.628646,88.433798,61.115901155321126
Dealer,0,0,2,BHK,1382.3608329062881,1,1,"Chembur,Maharashtra",19.05871,72.89969,246.23258339657104
Dealer,0,0,2,BHK,996.9571436608376,1,1,"Valasaravakkam,Chennai",13.04394,80.17251,73.13977813878593
Owner,0,0,2,BHK,1356.4104653947934,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,37.85364567153127
Dealer,0,0,1,BHK,581.0583062274196,1,1,"Kasar vadavali,Maharashtra",20.084522,72.900306,57.13792593023373
Owner,0,0,3,BHK,1279.5458232600977,1,1,"Pragati Nagar,Bhilai",23.846138,72.131109,39.730373573714864
Dealer,1,1,1,BHK,579.524314021485,0,1,"Borivali (East),Lalitpur",19.235,72.8598,71.3270627738715
Dealer,0,0,3,BHK,1516.7674285803398,1,1,"BEML Layout,Bangalore",13.116079999999998,78.13698000000001,83.76494227048839
Owner,0,0,2,BHK,1160.793327826983,1,1,"Whitefield,Bangalore",12.9958935,77.761394,66.01314918339905
Owner,0,0,3,BHK,1307.4695218841753,1,1,"Bedla,Udaipur",24.6345,73.695,32.841026250001285
Owner,0,0,2,BHK,1096.5243325490483,1,1,"Sector 63,Faridabad",28.6218,77.3831,34.5537013926107
Dealer,0,1,3,BHK,1545.7290459523358,1,1,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,36.82802929282745
Owner,0,0,2,BHK,934.144063165102,1,1,"Wave City,Ghaziabad",28.656129,77.497742,29.125115491822825
Owner,0,0,2,BHK,751.3730353524527,1,1,"Sector 14 Sonipat,Sonipat",29.000308,77.032591,79.20979606129508
Owner,0,0,2,BHK,1243.475872906415,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,39.49410464716199
Dealer,0,0,3,BHK,951.025914657191,1,1,"Sector-34 Noida,Noida",28.583704,77.360401,31.942467348556175
Owner,0,1,2,BHK,1218.7511051619945,1,1,"Chala,Vapi",20.386816,72.90114799999999,49.898445618077815
Dealer,0,0,3,BHK,1498.0424260224183,1,1,"Prabhadevi,Lalitpur",19.0164,72.8294,516.0105222474446
Dealer,0,0,2,BHK,1248.6037660299176,1,1,"Laxman Nagar,Pune",18.980816,75.755636,82.07070201327774
Owner,0,0,2,BHK,1231.9991209968543,1,1,"Kannamangala,Bangalore",13.025845,77.770331,59.96549031479048
Dealer,0,0,3,BHK,974.2977594959704,1,1,"sadhuvasvani road,Rajkot",22.29691,70.79836,56.858133329518296
Dealer,0,0,3,BHK,1050.197260968553,1,1,"Brahmapur,Kolkata",22.459169,88.36450500000001,41.35014344889985
Owner,0,0,1,BHK,480.27881095210546,1,1,"Badlapur (East),Maharashtra",19.163982,73.23688299999999,21.58883402447271
Owner,0,0,3,BHK,1674.2049100473916,1,1,"Gotri,Vadodara",22.312358,73.145436,41.91571762033569
Dealer,0,0,3,BHK,1767.3545187795194,1,1,"Pestom Sagar Colony,Lalitpur",27.097356,78.581563,357.99069361281084
Dealer,0,0,3,BHK,1639.5038361602353,1,1,"Sector 75 Faridabad,Faridabad",28.365512,77.34630600000001,31.520277465614157
Owner,0,0,2,BHK,711.9251098150855,1,1,"Jaladarsini Layout,Bangalore",12.96991,77.59796,49.15934042469786
Dealer,0,1,2,BHK,831.0829770061981,1,1,"Hinjewadi,Pune",18.5853,73.7413,56.774540079315024
Dealer,0,1,2,BHK,1076.9139694153196,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,35.44541185650671
Dealer,0,0,2,BHK,1432.6461020840559,1,1,"LB Road,Chennai",13.09,80.27,168.29498245040276
Dealer,0,0,2,BHK,1153.1617825120948,1,1,"Powai,Maharashtra",19.12,72.91,182.97637669975933
Dealer,0,1,3,BHK,1345.44878727894,1,1,"Sector-113 Mohali,Mohali",30.691832,76.656984,35.12256549646731
Dealer,1,0,2,BHK,1166.0552220129532,0,1,"Nagavara,Bangalore",13.036,77.6226,98.00555819922178
Dealer,0,1,2,BHK,1200.5909161368,1,1,"Rajaji Nagar,Bangalore",12.9847,77.5491,100.47271307873262
Owner,0,0,2,BHK,697.9463051053278,1,1,"BataNagar,Kolkata",22.50686,88.223965,26.053061974707365
Dealer,1,0,2,BHK,923.097753572543,0,1,"Rajpur,Kolkata",22.101107,88.374433,32.289997487918
Dealer,0,1,3,BHK,1731.6023546703218,1,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,98.47944629743935
Owner,0,0,3,BHK,1756.842315067273,1,1,"Vrindavan Yojna,Lucknow",26.766594,80.949809,85.98272581720116
Dealer,0,0,2,BHK,987.073941143638,1,1,"Niti Khand 3,Ghaziabad",28.9196,76.8972,38.640453957851115
Owner,0,0,2,BHK,872.0122941905612,1,1,"Sarjapura - Attibele Road,Bangalore",12.86,77.786,31.90212451419543
Dealer,1,1,3,BHK,90666.20705164733,0,0,"Sohna,Gurgaon",28.25,77.07,7410.781401415103
Dealer,0,1,3,BHK,1598.7985494883721,1,1,"Mansarovar Extension,Jaipur",26.8626,75.7633,53.525830403289724
Dealer,1,1,3,BHK,1947.1045546813114,0,1,"Padmanabhanagar,Bangalore",12.9155,77.5584,212.47583023727347
Dealer,0,0,3,BHK,2457.437773368175,1,1,"Sector 19 Faridabad,Faridabad",28.421649,77.31432099999999,147.40322173998914
Dealer,0,0,3,BHK,1619.036688700475,1,1,"Judges Enclave,Ghaziabad",28.66667,77.41667,71.05953029705972
Owner,0,0,2,BHK,954.3627839463439,1,1,"Sector-17 Vasundhara,Ghaziabad",28.649273,77.355737,54.57286017773165
Dealer,0,1,3,BHK,1506.5344793523618,1,1,"ECR,Chennai",12.931889,80.252422,67.70849855002498
Dealer,0,0,3,BHK,1405.6396389292256,1,1,"Kalikapur,Kolkata",22.12703,88.51872900000001,82.21609090295678
Owner,1,1,2,BHK,1063.1149576284688,0,1,"Dodsworth Layout,Bangalore",12.96991,77.59796,74.94592554530128
Dealer,0,0,2,BHK,848.5317015255315,1,1,"Pammal,Chennai",12.975,80.13472,30.67795709291536
Dealer,0,0,2,BHK,1157.9573312476505,1,1,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,109.85651696981863
Owner,0,0,2,BHK,1186.231863214096,1,1,"Nyay Khand 1,Ghaziabad",28.9196,76.8972,74.22787725584868
Dealer,0,0,3,BHK,1377.6945830339484,1,1,"Jogeshwari (East),Lalitpur",19.1347,72.8553,281.61571978639614
Dealer,0,0,2,BHK,1225.978303198937,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,76.39536271328326
Owner,0,0,3,BHK,1579.9642407274152,1,1,"Chilavannur,Ernakulam",9.957759,76.308456,95.10668216115204
Dealer,1,1,1,BHK,323.5807657534115,0,1,"Bhandup (West),Lalitpur",19.147866,72.932609,62.02993103072706
Owner,0,0,3,BHK,1620.7927455341385,1,1,"Sector-117 Mohali,Mohali",30.723932,76.67447299999999,61.74487409319217
Dealer,0,0,1,BHK,686.5957233324059,1,1,"Vasai East,Maharashtra",19.402549,72.85441800000001,31.389337848477357
Dealer,0,0,2,BHK,745.5866108698186,1,1,"Selaiyur,Chennai",12.9206,80.1372,34.07436575186996
Owner,0,0,4,BHK,1393.3369227394785,1,1,"Govindpuri,Gwalior",26.205239,78.203214,49.983343866170316
Dealer,0,1,4,BHK,3236.5960440118483,1,1,"Sector-150 Noida,Noida",28.429614,77.481711,212.37089426814637
Dealer,0,0,2,BHK,1212.722716439302,1,1,"Sayajigunj,Vadodara",22.310343,73.18415300000001,47.00273743809219
Owner,0,0,3,BHK,2389.6462031085393,1,1,"Kodihalli,Bangalore",13.177301000000002,77.458221,362.2410121257475
Owner,0,1,2,BHK,800.5056112077373,1,1,"Alibaug,Raigad",18.65367,72.88305600000001,35.916967460917746
Owner,0,0,1,BHK,560.2908785725085,1,1,"laxmi nagar,Varanasi",22.281215,70.789479,32.470787025015404
Dealer,0,0,2,BHK,1114.4884487637764,1,1,"Sector 35I Kharghar,Maharashtra",18.96,72.82,84.71252085468582
Owner,0,0,1,BHK,740.0508010560627,1,1,"New City Light,Surat",21.158649,72.800282,18.931991144642552
Dealer,0,0,4,BHK,3188.2163659286944,1,1,"Sector-67 Gurgaon,Gurgaon",28.378021,77.063066,229.659854372409
Owner,0,0,2,BHK,951.1362889504335,1,1,"Manchwa,Jaipur",26.964285,75.64520999999999,18.802747822758903
Dealer,0,0,2,BHK,965.6109363596242,1,1,"Vemali,Vadodara",22.35962,73.187321,24.36838591612228
Dealer,1,1,2,BHK,1105.3007349464192,0,1,"Powai,Lalitpur",19.12,72.91,182.98276210696486
Owner,0,0,3,BHK,1493.6218359015213,1,1,"Thubarahalli,Bangalore",12.952357,77.72250600000001,102.03053760227144
Dealer,0,0,2,BHK,1063.4223538033716,1,1,"Sector-34 Noida,Noida",28.583704,77.360401,53.61138960531589
